zpid,regression_oof_log,regression_oof_price
1000256,12.955347320325759,423092.01
1009531,13.389470972775905,653089.49
1017606,13.849465264633663,1034536.75
1004673,13.866107128100099,1051897.44
1009292,13.201396177861312,541118.91
1004954,14.050327500516438,1264676.24
1011606,13.322515662647493,610793.39
1004687,13.643792454976573,842215.56
1003248,13.898381174236599,1086400.24
1005787,13.123601410734056,500618.4
1002032,13.969611648041445,1166607.81
1008415,12.761739338884704,348619.54
1014509,13.009877451873413,446803.96
1013673,13.213347995517868,547625.08
1007110,12.047357235547242,170646.83
1013442,12.338243515693517,228259.66
1013033,14.039968305192408,1251642.82
1003400,12.361870705065838,233717.04
1004759,13.431733692776286,681282.43
1007355,12.504081251981496,269433.68
1003024,13.538719580274599,758211.96
1009158,13.03032666089251,456034.83
1012183,13.738853067877738,926206.03
1009028,12.847898496881369,379988.35
1005592,12.084963396516606,177186.43
1014079,14.001617551554528,1204550.13
1016015,13.517092744309148,741990.26
1015473,13.199237488135612,539952.06
1013704,13.432300813994752,681668.91
1011881,12.57940861921496,290513.46
1014347,12.952500895682626,421889.42
1010765,13.064752568214942,472007.64
1001858,13.869262636977423,1055221.96
1009189,13.066345424682611,472760.08
1000035,13.34277615608931,623294.6
1011617,12.709977618392816,331033.41
1001381,13.871030032670873,1057088.6
1004901,13.177456004705157,528318.24
1000806,11.961343471032011,156582.31
1002581,13.035246028904606,458283.77
1001770,13.149118681897932,513557.22
1002474,13.31104036869239,603824.4
1005599,12.11645636178877,182855.39
1012423,12.265298312103518,212201.93
1010498,12.02169850054046,166323.92
1001289,12.486742020727405,264802.16
1000245,12.991650470521478,438733.83
1016489,13.646076057878235,844141.04
1006310,14.156813652854819,1406778.56
1006309,13.22841883353301,555940.77
1008363,12.009375296894618,164286.84
1012990,12.900429442389786,400483.14
1008379,12.928331079639738,411814.65
1007372,13.190149238711738,535067.06
1015003,12.786158788955944,357237.46
1013788,13.768332805366297,953916.82
1006145,13.111512063108368,494602.67
1004403,12.352859284038647,231620.37
1014878,12.617435437909903,301773.53
1005903,11.825677708688412,136717.28
1001894,13.370735056410382,640967.16
1000766,13.724741039509087,913227.17
1004690,12.30765709388717,221383.68
1017137,13.1083812874319,493056.6
1014771,13.452432085263487,695530.85
1015446,11.74015329440442,125510.58
1000698,12.397848030371424,242278.68
1014051,13.645609704543046,843747.47
1006479,13.68295322283005,875851.72
1016284,12.489031187179377,265409.03
1013030,13.564398260528153,777934.01
1006169,13.61778999177553,820598.12
1000591,12.853433010548866,382097.23
1007577,12.804827131450834,363969.15
1000514,13.083993881205124,481177.64
1007399,12.841249186605312,377470.06
1000409,12.602418445096621,297275.64
1017584,12.983367954304953,435115.01
1004350,13.997237402592285,1199285.56
1007304,13.33995851533158,621540.84
1001132,12.802537196078822,363136.63
1009906,12.800952449340024,362561.61
1008928,12.518357146978232,273307.68
1004231,12.50671132422566,270143.24
1010861,12.82144798839534,370069.2
1004987,14.043941677767762,1256625.97
1013203,13.936221115090838,1128297.29
1013311,13.063170782123786,471261.61
1000626,13.39282533686109,655283.87
1006178,13.12922130404388,503439.75
1010500,12.910182202592617,404408.07
1005174,12.822039914526309,370288.32
1015423,11.848244862841474,139837.7
1003195,13.343586229210986,623799.71
1017533,13.359270215882242,633660.52
1006077,13.819921577903498,1004419.76
1007517,12.791859426040164,359279.76
1014525,13.648541694160684,846224.96
1003617,11.678364855690141,117990.14
1016736,14.138138083771526,1380749.96
1013321,12.313328766541703,222642.87
1015822,13.139095827834325,508435.61
1011337,14.06075089161498,1277927.41
1007623,13.076852314638005,477753.52
1011277,12.712760993916826,331956.09
1006023,13.020816884211728,451718.59
1001223,13.166557125603102,522591.42
1012863,13.848094176093753,1033119.28
1004146,13.717901995859387,907002.87
1002429,12.402829653582643,243488.63
1008184,12.788198547717993,357966.88
1012510,14.063172242792747,1281025.47
1010067,12.65789449568675,314233.4
1010652,13.075963916134185,477329.27
1007828,12.908821990744332,403858.37
1014523,13.30664918618856,601178.71
1013003,12.345827529479077,229997.38
1001292,13.001750495247002,443187.51
1002098,13.528782305056305,750714.71
1007486,13.59253253585393,800131.43
1014734,13.242471638749464,563808.46
1000828,12.721357419782814,334822.04
1015790,14.010418839906796,1215198.53
1008370,13.397738249352072,658511.15
1012096,13.062764464995263,471070.17
1006021,12.577496576262165,289958.51
1010204,13.041486685013776,461152.71
1003795,13.424045310477625,676064.55
1006529,12.9110410284326,404755.54
1006400,12.839691480784465,376882.53
1005007,12.812496503349838,366771.3
1005519,12.457899353248836,257273.62
1009711,12.842762231216968,378041.62
1017322,13.242442881674057,563792.25
1011880,12.319901850915299,224111.14
1002500,13.157844915465317,518058.26
1017490,13.096002352246659,486990.7
1007851,13.715713181483641,905019.78
1006323,13.986972108883151,1187037.5
1016719,12.06898615574449,174377.96
1008000,13.693074869048244,884761.8
1007985,12.8490418038392,380423.04
1005102,13.106334453818343,492048.43
1009946,12.7121712457392,331760.38
1016096,12.542105776639298,279876.08
1007990,13.462139180493077,702315.32
1014965,12.175573761349945,193991.3
1006123,13.42238546718923,674943.31
1005770,13.098518875207422,488217.77
1001745,11.624363505303467,111787.45
1012262,12.118685146226685,183263.39
1007279,12.596211169102471,295436.08
1006166,12.771352793212332,351987.15
1001286,13.319659171048427,609051.15
1006985,12.442209030364156,253268.4
1008924,12.626014759059903,304373.69
1008468,11.524712437515273,101184.67
1005481,12.856826517754353,383396.09
1008148,11.480152026355368,96774.78
1004944,12.857791331298715,383766.17
1012203,11.871115987844398,143072.82
1001763,12.049865506507745,171075.4
1009630,13.166705242231616,522668.83
1003571,12.82840796548414,372653.86
1007626,13.430759625816858,680619.14
1001018,13.313739234499701,605456.25
1007879,12.327064453953717,225722.13
1014897,13.446626852671065,691504.82
1008460,13.20584578586111,543532.05
1004373,13.541766401903857,760525.63
1016077,13.989626597630755,1190192.67
1014196,13.460900031344336,701445.58
1002597,13.784146048649514,969121.25
1007460,13.205447132689386,543315.41
1006783,13.43858771836112,685968.0
1012033,13.52169187539377,745410.64
1017135,13.812595378242262,997088.07
1001917,13.048432675479754,464367.03
1012552,12.98984077334176,437940.57
1013430,13.29846189112065,596276.77
1000119,11.92767750834982,151398.53
1013159,12.617067356213669,301662.48
1012098,13.69602946965141,887379.79
1000048,12.80415376077868,363724.14
1017324,13.388166479255869,652238.09
1005797,13.00723377300158,445624.31
1016620,13.22490313410567,553989.68
1008127,13.678137377790353,871643.88
1003165,12.482094390483724,263574.3
1006364,12.290176287436799,217547.32
1013359,13.019310095911319,451038.45
1012245,13.928077436688081,1119146.1
1012774,13.76567948467313,951389.13
1015839,12.940185624553527,416725.59
1017047,12.844527423487907,378709.53
1001256,13.75709036885688,943252.52
1016267,12.070788971373155,174692.62
1004893,13.94510053765266,1138360.54
1010036,12.796964554344374,361118.63
1000456,13.065932780818862,472565.04
1008382,14.03149203616019,1241078.39
1015416,12.488329265762166,265222.8
1001989,12.775833891584009,353567.98
1017542,12.657976299068348,314259.11
1009107,13.117942983626216,497793.68
1008048,13.156129537790894,517170.35
1011434,13.197721806454634,539134.28
1014658,12.925582468445802,410684.28
1005463,13.858649520166173,1044081.97
1013943,13.522983372926127,746373.95
1002097,12.834009962545897,374747.33
1000130,12.952185117262351,421756.22
1011642,12.20822005375426,200428.94
1006809,13.020631622337477,451634.91
1005512,13.139860779358346,508824.69
1014945,12.35405044355754,231896.43
1009748,13.736941353990177,924437.08
1007958,13.78011166806132,965219.32
1004523,12.008608112494604,164160.85
1006797,11.43823123687106,92801.72
1003993,13.126439643564291,502041.29
1013408,13.237526179114584,561027.05
1004099,12.663749206466047,316078.55
1005488,13.116250072179541,496951.67
1002950,12.936158193375231,415050.63
1003958,13.311230242561033,603939.07
1012592,13.695480655389538,886892.92
1015994,13.402107210787715,661394.46
1011475,12.164634727638726,191880.78
1014121,12.08540790851177,177265.21
1006817,12.412230979349014,245788.55
1002998,12.847280008612161,379753.4
1005378,13.688800885600061,880988.41
1011631,12.444466134320171,253840.7
1017090,13.360427194076998,634394.08
1002646,13.309182086941941,602703.37
1012708,13.966186756791785,1162619.14
1001363,12.881380662914983,392926.61
1007655,14.454252949588808,1894096.35
1006705,13.142778387808477,510311.41
1010829,12.847213977894162,379728.33
1006948,12.553932289763488,283205.7
1014703,12.152270236464227,189522.87
1014779,13.57039559510959,782613.56
1009478,13.36577420956924,637795.29
1005225,14.10735904920646,1338899.15
1010956,12.181664585617115,195176.48
1015305,13.026480377861377,454284.16
1000416,13.21009464624935,545846.36
1011818,13.269239296128456,579104.12
1001538,13.512145995788622,738328.88
1015023,13.236755187644585,560594.67
1003166,13.777314481166506,962523.19
1007021,13.223503736217983,553214.96
1014783,12.892669248176372,397387.33
1001842,12.022583780742359,166471.23
1006003,12.514745214688492,272322.29
1010187,12.841738124041207,377654.67
1001679,12.580013437644403,290689.22
1003115,12.831043400323168,373637.26
1010549,12.133337035713131,185968.33
1007902,13.017069256697402,450028.88
1001253,12.901566992970144,400938.97
1002626,13.247285518537549,566529.12
1017265,12.533015037200254,277343.32
1008100,13.332808352490549,617112.57
1006058,12.855504511689832,382889.57
1016798,12.709962443718155,331028.39
1014112,13.188443952001581,534155.4
1007906,13.108496740707128,493113.53
1007060,14.390650357078899,1777377.99
1010857,13.59074099030748,798699.24
1009543,14.17320477516585,1430027.28
1010677,13.484314970494173,718063.71
1006943,13.154483063955213,516319.55
1011948,12.777283618441224,354080.93
1003771,12.838691414476955,376505.81
1007339,11.86914689237488,142791.37
1004242,13.524716094138443,747668.34
1000796,13.257676664444315,572446.7
1005847,12.94789766898506,419951.83
1007158,13.46437533532688,703887.57
1013819,14.204521347816243,1475519.47
1009922,13.58127851249691,791177.21
1006341,13.288722113270348,590497.35
1006133,13.327861465384903,614067.32
1003619,12.980504662925824,433870.92
1013539,12.810913525065585,366191.17
1017235,14.15083763100243,1398396.69
1005426,13.954949413829814,1149627.51
1014363,12.91200697027725,405146.7
1009635,13.609053375768454,813460.09
1012688,12.913175100779014,405620.24
1013258,13.024955988854192,453592.18
1015931,12.814423101249762,367478.61
1001964,13.317181191652663,607543.8
1009570,13.102637075259121,490232.49
1016108,13.816181687477268,1000670.35
1013907,13.209770307044272,545669.34
1011184,11.365653440712993,86304.92
1013255,12.173115669144146,193515.04
1015346,12.863424488138483,385934.1
1008746,13.513005584339922,738963.81
1003872,13.350109334150362,627882.13
1011664,13.129825434350982,503743.98
1002589,12.637396181300037,307857.7
1009618,12.512948960389418,271833.57
1016278,13.851056748022618,1036184.51
1005991,13.215584956714535,548851.47
1000351,12.721036794467183,334714.7
1004526,13.526289833438092,748845.9
1012880,13.149011233848771,513502.04
1011571,11.986659388556184,160596.96
1012255,12.720032585126773,334378.74
1002720,13.32239143331405,610717.51
1012047,11.95083051235306,154944.78
1002886,13.025313054540039,453754.17
1004831,14.12210289384341,1358785.93
1016539,12.525010646376305,275132.21
1015515,12.522043491850603,274317.05
1000707,12.667540006594743,317279.02
1012372,12.822378716098196,370413.79
1010218,13.212330044248201,547067.91
1003451,13.899200322671078,1087290.53
1008670,13.159169646930096,518745.0
1011239,13.008907745310204,446370.9
1000609,12.476018376288858,261977.67
1006758,13.231174631600846,557474.94
1003489,13.229160918515971,556353.48
1004191,13.085253564474844,481784.16
1014172,13.018317952398334,450591.18
1006103,13.748988351717292,935641.14
1005781,12.878854301785431,391935.18
1000765,12.929094301848599,412129.08
1014931,13.531039264033392,752410.95
1012927,11.915657502583668,149589.6
1000030,13.363922139322272,636615.14
1004549,13.235697762633082,560002.19
1009631,13.665013231815143,860279.03
1005335,13.058190866321729,468920.6
1009521,13.909438282340956,1098479.35
1017384,13.907162053947289,1095981.8
1016196,13.30830712707918,602176.26
1007409,13.537594508722153,757359.4
1009549,13.3916514249003,654515.08
1001703,13.021768145305277,452148.5
1000728,13.111868794117523,494779.15
1004154,11.93989645439953,153259.82
1012524,13.152306666756857,515197.05
1010174,14.014697184333048,1220408.71
1016904,13.093897205079159,485966.59
1003317,13.282925509107452,587084.36
1007846,12.210061117236089,200798.29
1002640,13.263007480001638,575506.47
1010306,13.969772600231295,1166795.6
1012001,13.083918639401027,481141.44
1014542,13.686608861547485,879059.38
1016316,12.431583356720742,250591.49
1013062,12.734223361236845,339157.68
1015634,13.714546641298636,903964.65
1012230,12.499528847467385,268209.89
1007097,13.519744550555238,743960.49
1008224,12.159564359189723,190910.33
1002350,11.830788537716199,137417.81
1003969,13.221390489163987,552047.12
1004703,13.597551388915596,804157.28
1008516,13.681489124775347,874570.32
1005699,14.176247578208345,1434385.2
1004527,13.277677522730741,584011.42
1003346,12.914663199367734,406224.3
1010654,13.109079512483214,493400.99
1010448,11.991903638469129,161441.39
1008149,13.049101933459022,464677.91
1001063,13.364590822222391,637040.97
1014991,12.896540070407621,398928.53
1011562,12.517366674936701,273037.11
1011619,13.130798130028042,504234.21
1002811,13.269986194573805,579536.82
1014709,12.450518341176275,255381.66
1012493,12.8698008022704,388402.8
1006926,12.73489676981059,339386.15
1011118,13.03076497165317,456234.76
1013486,12.189297671115504,196671.99
1017172,13.219701019236753,551115.24
1002346,13.067451726824183,473283.39
1011372,11.596016324088351,108663.05
1006230,13.20807853167053,544746.97
1003440,12.07935638452672,176195.72
1014733,12.97813903507839,432845.76
1001653,13.285897671850268,588831.87
1014608,12.798648395557244,361727.21
1008247,13.973682615959405,1171366.72
1003030,13.056699678116422,468221.87
1006754,12.196057366866722,198005.94
1003224,13.144620871487351,511252.52
1016446,12.448732573194704,254926.02
1012040,12.968029785807866,428492.04
1014029,12.843618143245564,378365.33
1007853,13.33625398398088,619242.58
1016793,13.716584985382681,905809.12
1008997,13.595411144937223,802438.02
1010684,13.405836993999372,663865.92
1000752,12.732509449102498,338576.89
1014804,11.596491516031364,108714.7
1009689,13.422142013839366,674779.02
1004837,13.512882329408885,738872.74
1013510,13.063811560483677,471563.68
1017603,13.283328698982903,587321.12
1004434,12.296590961561668,218947.31
1003208,14.186944339853191,1449810.84
1002469,13.605375197154558,810473.53
1012963,12.953685648949424,422389.55
1006532,13.860152985614373,1045652.9
1000002,13.010362898297181,447020.91
1013287,13.708143960285076,898195.34
1010147,13.678670726143721,872108.9
1000462,13.220824641771609,551734.83
1012928,13.664843839679024,860133.32
1008548,12.55568784979139,283703.32
1011941,12.749694073231888,344445.5
1014207,12.324964823393698,225248.7
1008154,13.623364020547806,825184.94
1003860,11.804208970803858,133813.39
1011692,13.679975312893482,873247.38
1009483,14.052386348943475,1267282.7
1007700,12.856625820261748,383319.15
1006619,13.6857463427931,878301.5
1002763,14.129833250718002,1369330.54
1009610,12.45413793468365,256307.72
1015605,12.91465996726056,406222.98
1002508,12.268309193000778,212841.81
1007193,12.208337278680832,200452.44
1000358,13.42024758328151,673501.9
1007610,13.186778924563772,533266.75
1002136,13.002477952345451,443510.03
1017437,13.187142996622882,533460.93
1012347,12.919885630184472,408351.33
1011976,12.881245356305794,392873.44
1014690,13.521144969038211,745003.08
1001997,12.355918400942892,232330.01
1004535,13.84036837963232,1025168.35
1011466,12.633170206340285,306559.44
1008719,13.889517073977542,1076812.82
1004118,12.30792999537067,221444.1
1010369,13.176532720874146,527830.68
1000624,12.850157579905519,380847.74
1002291,13.15694935314147,517594.51
1007358,12.884586118361693,394188.14
1004749,13.899928330957758,1088082.37
1015198,13.139833447774127,508810.78
1003496,12.9575645393969,424031.14
1011035,12.528770651183223,276168.66
1005575,11.675967121537937,117707.57
1013392,12.87826199227227,391703.1
1015521,13.348163579107315,626661.61
1016064,12.603419400124931,297573.35
1015730,12.005083477356235,163583.26
1001899,13.386524757255938,651168.18
1000272,13.84338156367912,1028262.04
1014108,12.758696990333025,347560.53
