zpid,regression_pred_log,regression_pred_price
1009718,13.90963223603422,1098692.42
1009757,12.814406120461081,367472.37
1006687,13.854850838727014,1040123.36
1014726,12.227913298358336,204415.18
1002009,12.354356154371146,231967.34
1013798,12.865038786076848,386557.61
1017131,12.867270684421126,387421.34
1007602,13.270912536704326,580073.91
1016980,13.887840415154532,1075008.89
1005173,11.70766202258714,121498.09
1016941,12.750121220167935,344592.67
1002924,13.423295623806823,675557.9
1009576,12.199760434360694,198740.53
1002851,13.209264382811112,545393.35
1008706,13.267838904628096,578293.71
1017475,13.764004284360183,949796.69
1004393,11.588475604158113,107846.73
1009382,13.521329063253065,745140.24
1003761,12.64524635427329,310283.95
1010699,13.1709437822784,524888.89
1013530,13.058450939603956,469042.57
1002399,13.097179643067603,487564.37
1015545,12.869384499521045,388241.14
1008940,13.431634074679188,681214.56
1002871,11.902236073480148,147595.29
1006334,11.821783625847594,136185.92
1010723,13.32704203558151,613564.34
1014722,12.57342214170285,288779.49
1004260,13.662977048792152,858529.12
1009453,13.411371825474136,667550.5
1002785,13.095560671823552,486775.65
1010931,12.657297724295606,314045.93
1002958,13.16950640819271,524134.97
1017144,13.283987091319583,587707.93
1006265,12.825096656098193,371421.93
1008271,13.489863687863426,722059.12
1006945,13.073404019759675,476108.91
1008172,12.665450442420752,316616.74
1008449,13.630809223557023,831351.54
1014495,12.899023999602488,399920.68
1011614,13.547490268830455,764891.26
1009895,12.685550913028845,323045.29
1010979,13.401603893349115,661061.65
1008507,12.850677317083289,381045.74
1015957,13.154187973916304,516167.21
1001535,12.488062600810856,265152.08
1003583,13.335650072522215,618868.73
1002687,13.520116069761265,744236.94
1010112,12.942088880557389,417519.48
1015560,13.38892495677696,652732.99
1014494,13.012411253142293,447937.51
1011340,13.697140621511798,888366.35
1000258,12.262650313002597,211640.76
1003971,13.887593181311592,1074743.14
1001035,14.18680441178558,1449607.98
1010408,12.753249175413254,345672.23
1010056,13.47887900942149,714170.93
1009680,12.568864067773278,287466.21
1014770,13.407317746786166,664849.68
1015729,11.732091937377506,124502.85
1016113,12.947455486860818,419766.17
1006018,12.095103029915109,178992.19
1000288,13.724040792374177,912587.91
1005715,12.222211690320108,203253.0
1001051,13.497157591397253,727345.01
1005120,13.888721503514418,1075956.48
1016506,12.969938138364856,429310.54
1015788,12.942486738618397,417685.63
1012567,13.515513466738515,740819.38
1005501,13.157523090327276,517891.56
1015647,12.799764165320903,362131.04
1006683,13.041160799772902,461002.45
1010920,13.489435659703219,721750.13
1008340,13.119847460749357,498742.62
1006967,13.160743920273823,519562.29
1014171,12.94885328213521,420353.33
1012701,13.169095912528734,523919.86
1000794,11.811081866497979,134736.25
1011295,12.542919693249875,280103.97
1006299,12.209088466651487,200603.07
1008185,14.057450134172482,1273716.23
1014147,13.569781635552323,782133.22
1005204,12.4338177587066,251152.04
1016261,12.924383326940188,410192.11
1006263,13.653363296644503,850314.98
1015917,11.650722846781722,114773.3
1004785,13.900013907607178,1088175.49
1006505,11.805179808570669,133943.37
1011258,12.510928634508968,271284.93
1000552,12.670216568201877,318129.38
1014923,11.700146658591464,120588.4
1007880,13.685585570313012,878160.3
1015400,12.846545793102035,379474.68
1009180,12.99407832790895,439800.31
1013396,13.476503711947277,712476.57
1001661,12.841626703854754,377612.59
1016813,12.95505020842382,422966.32
1012556,12.481710795703197,263473.22
1015223,12.644726869543142,310122.81
1005332,13.294549481479603,593948.44
1004594,13.861197636170996,1046745.81
1007812,13.006110867584912,445124.2
1011192,14.084897077629684,1309160.06
1001841,12.870011401870414,388484.61
1008180,13.126484116248438,502063.62
1013870,13.031536030054452,456586.68
1013079,13.214073704109795,548022.64
1014975,12.932790121852971,413655.05
1004098,12.528656832940204,276137.22
1008774,13.849509090880124,1034582.09
1003191,13.18967380757687,534812.74
1009068,13.640689584335057,839606.32
1005009,13.54647372547264,764114.11
1014303,13.641748588038343,840495.94
1012081,13.231492077753792,557651.94
1012925,12.305035386801457,220804.03
1013875,13.164751373990722,521648.6
1014159,12.001609591392231,163015.97
1008231,12.911823964633838,405072.56
1000863,12.209312866863726,200648.1
1004737,13.275568702811615,582781.14
1000902,13.237516673152532,561021.71
1013830,12.704877459147541,329349.38
1004371,13.217192085850712,549734.25
1017294,13.646525036663519,844520.13
1006380,12.986569367323968,436510.22
1008036,13.427894398262179,678671.8
1004739,12.724257407788075,335794.43
1000942,12.619864870097286,302507.56
1002715,12.342598123229456,229255.82
1011741,13.107866749052693,492802.97
1011496,13.489999956387338,722157.52
1004442,12.733130353362636,338787.18
1007132,13.104361769489085,491078.73
1004358,13.095806777647834,486895.46
1002891,13.15512031917732,516648.68
1013353,12.82941316921647,373028.64
1016443,13.006937117954198,445492.14
1003231,13.29021715572956,591380.83
1004702,12.858212094243349,383927.68
1004229,12.02828474589447,167422.99
1004015,13.012545572998278,447997.68
1010572,12.853793861797591,382235.14
1001996,13.234190029436702,559158.49
1009722,12.896029586669428,398724.94
1006989,13.546878927757357,764423.79
1005792,12.802727296621768,363205.67
1002780,13.215230144825602,548656.76
1005719,12.651941740224498,312368.4
1004866,12.846641681633066,379511.07
1002711,12.9190659655117,408016.75
1016401,13.850791130406817,1035909.32
1006179,13.474058708724902,710736.69
1008557,12.343041187338587,229357.41
1008723,13.009205744167936,446503.94
1006642,13.25829471204801,572800.61
1014450,13.842341045792637,1027192.67
1008241,13.846666700300517,1031645.58
1006578,13.552828614532608,768985.44
1007052,13.703065486733385,893645.43
1010958,12.60058542048825,296731.23
1017573,12.418913795208738,247436.62
1009439,13.436403552389597,684471.37
1016274,13.102911166804443,490366.88
1001137,12.900359270161694,400455.04
1000215,13.021625778452872,452084.13
1012285,13.549355583516304,766319.36
1014276,13.620239432894657,822610.6
1013694,13.621723312959972,823832.16
1009251,13.539406892480669,758733.27
1009481,12.839181579218709,376690.41
1007043,13.244676924701343,565053.19
1012141,12.988879605764833,437519.83
1009059,12.96445532525522,426963.15
1010871,12.528150626885813,275997.48
1010325,12.08402027935432,177019.4
1001892,12.674152672050354,319384.04
1008412,13.887874678016034,1075045.72
1008786,12.610593267826516,299715.79
1008526,13.99420077363731,1195649.29
1016026,12.376462443157717,237152.39
1002297,12.030473776517553,167789.89
1004564,12.718638612244607,333912.95
1014921,11.877160260416879,143940.21
1009380,13.287908659408085,590017.2
1004882,12.515357941120094,272489.2
1012888,12.905904383856619,402681.78
1000091,13.056429434370255,468095.35
1001235,14.007696246421883,1211894.53
1010006,11.967669229224608,157575.96
1015990,12.504524607685315,269553.16
1006666,13.506955187797658,734506.28
1008012,13.57330485598374,784893.71
1008022,13.02069150451774,451661.95
1004670,13.45210719594957,695304.92
1015794,14.062495863503404,1280159.3
1007937,13.375482749110184,644017.51
1010420,12.680062636828126,321277.18
1003255,13.314345008678227,605823.13
1005572,12.391798390305139,240817.4
1006587,11.908976607886578,148593.53
1004933,13.387966378833783,652107.59
1015849,12.94458727539034,418563.92
1004704,11.790550378480475,131998.1
1001633,13.400775092618016,660513.99
1005861,13.472590402339138,709693.87
1013674,12.078967848091468,176127.28
1005528,13.57535608626129,786505.36
1004555,13.684099815476351,876856.54
1004559,13.304031232785897,599606.91
1001159,12.392531299377609,240993.96
1000193,13.104626827222301,491208.91
1009611,13.072920990953921,475879.0
1016068,13.719587715413594,908533.11
1014111,13.418917745892204,672606.85
1014140,13.302338421518836,598592.74
1003803,13.17819919734055,528711.03
1000474,13.16647249640533,522547.19
1007635,13.055220755761773,467529.92
1000666,13.480455140494708,715297.45
1016664,13.230040493774764,556843.05
1008787,13.016480580394255,449764.03
1017418,12.454139017111213,256308.0
1007575,12.687049708068908,323529.84
1004543,13.155754538874564,516976.45
1014053,13.73047129708349,918475.22
1007087,13.530352169255238,751894.15
1014764,12.901765657013604,401018.63
1009695,12.983793347305085,435300.14
1011012,11.665854196817055,116523.19
1003139,13.728463523115135,916632.98
1013646,12.951575733199896,421499.29
1002770,12.725657079249192,336264.76
1009494,13.05629943494149,468034.5
1005359,12.27858536552094,215040.3
1006824,12.842576249193641,377971.32
1002202,13.15995691519599,519153.56
1001433,12.890780677674664,396637.54
1005438,13.562357478569007,776348.03
1016060,12.549822671005797,282044.21
1014376,14.058279341400743,1274772.84
1016690,13.131310138168939,504492.45
1002392,13.58871924936506,797086.11
1010672,12.332323642165676,226912.38
1015019,13.22349598644836,553210.68
1000460,13.21973271924226,551132.71
1000792,12.517490314505425,273070.87
1000266,12.379386004504124,237846.74
1006859,12.928826012318972,412018.52
1000477,12.771787198418416,352140.09
1005860,12.994554845444046,440009.93
1012946,13.293641247047512,593409.24
1011005,11.489392535396396,97673.18
1002483,13.047660683872778,464008.68
1005505,13.685865016903527,878405.73
1012215,13.529291607526917,751097.14
1008248,12.645497996919769,310362.04
1011694,13.89098205958778,1078391.49
1001453,12.72988027461999,337687.88
1015557,13.058092934460467,468874.68
1009299,12.967065038608585,428078.86
1007012,13.546992206166351,764510.39
1016587,13.501788213323632,730720.89
1011931,13.520420600234491,744463.61
1013903,12.405411501912994,244118.1
1009087,12.211727955481482,201133.27
1002034,13.157965245977714,518120.6
1007116,13.23731827658614,560910.42
1016130,13.82830496365047,1012875.6
1009212,12.852544825356947,381758.01
1006644,14.145121042840092,1390425.43
1011738,14.0997162094297,1328705.15
1004363,12.801139141503196,362629.3
1002428,13.188953657125014,534427.73
1001088,13.45805906679777,699455.63
1003238,12.687246217600066,323593.42
1006042,12.556372933882598,283897.75
1003625,14.29118471058831,1609097.61
1013363,13.258692164448213,573028.32
1002015,13.965827148365726,1162201.13
1006408,12.578438072385214,290231.64
1001411,13.274909358715691,582397.01
1002762,11.899071525709878,147128.96
1003285,13.099322435184963,488610.24
1016938,13.313140577814075,605093.9
1006078,12.495361083423298,267094.38
1016115,12.523564222388265,274734.53
1000882,12.716681369075761,333260.04
1000929,13.20199524921966,541443.18
1002799,13.348258413579398,626721.05
1002815,13.143092503480458,510471.73
1011371,13.783687527858488,968676.99
1016625,13.806837279033967,991363.23
1011574,12.424262390922696,248763.61
1011936,12.981261701525355,434199.51
1013730,12.409830991284307,245199.37
1002143,13.452056467431206,695269.65
1011452,13.37495040815317,643674.77
1009384,13.52164289612303,745374.13
1011071,12.813438897690448,367117.11
1013508,13.582374674075766,792044.94
1003833,12.625926234598014,304346.75
1014611,13.174302276727575,526654.69
1002336,14.041417037525562,1253457.44
1000631,13.69772032016249,888881.49
1001374,13.835255982453496,1019940.65
1012570,13.03242626021996,456993.33
1003032,13.20437267370296,542731.95
1014027,11.825338723194967,136670.94
1015121,12.845586891955762,379110.98
1010746,12.884366697489567,394101.65
1004907,13.391427902166466,654368.79
1012477,13.66027129340205,856209.29
1009751,11.986246075946857,160530.6
1005212,14.03694270020831,1247861.57
1004911,13.330516960741736,615700.14
1001059,12.35957534286706,233181.19
1004650,13.39190848679821,654683.35
1012287,13.326412153858389,613177.98
1003965,12.918726819030963,407878.4
1009684,12.828177809523378,372568.1
1006603,13.360827763906045,634648.25
1003574,13.551291051321131,767803.98
1012086,14.304180374068235,1630145.38
1009892,12.894852765992521,398255.98
1001697,14.1796573897789,1439284.53
1012929,12.996701641162298,440955.56
1006823,12.557172853105346,284124.94
1002419,13.09307804308371,485568.66
1009266,13.01187365185273,447696.76
1003575,13.5312069075564,752537.1
1013746,12.939425150679973,416408.8
1015919,13.661802394497457,857521.24
1011481,13.299015433888695,596606.92
1006726,12.425832638539667,249154.54
1010531,13.273506244263986,581580.41
1000604,13.656026916630903,852582.91
1000601,13.303444710227662,599255.33
1017020,12.114807131372466,182554.06
1003117,12.991695966782048,438753.79
1010985,13.674256519703157,868267.71
1013934,12.91312899636543,405601.54
1000140,12.646631898057446,310714.16
1010207,12.705154228241401,329440.55
1013666,13.030676779182297,456194.52
1013972,13.736200491469933,923752.46
1004121,11.495844958457601,98305.45
1002456,12.536550949408388,278325.72
1003292,12.119058908652097,183331.9
1004387,13.720048257734184,908951.63
1008853,13.37513292285858,643792.26
1004437,12.642895173103627,309555.27
1002272,13.716856059149144,906054.7
1016387,13.618708213354031,821351.96
1000596,12.31136283568176,222205.59
1010329,11.923754232986113,150805.71
1010762,13.469694267111578,707641.48
1003762,12.930834656049406,412846.95
1011825,13.338259336353087,620485.63
1015429,13.269261246147444,579116.83
1005408,13.094141705227536,486085.42
1014570,13.515292624509325,740655.79
1005024,11.333686801930929,83589.64
1006597,12.527430785483416,275798.87
1017510,12.93562084149389,414827.66
1015370,13.886947425562006,1074049.34
1014556,13.228161165994885,555797.54
1010108,13.18686550825808,533312.93
1006184,12.893166144869559,397584.84
1002171,12.302935609267475,220340.88
1005064,12.1591030609552,190822.28
1017434,14.036698907231827,1247557.39
1004351,13.078313857048364,478452.28
1000510,13.825642987766987,1010182.94
1003834,12.549428964016482,281933.19
1016859,13.75475092468375,941048.41
1012323,13.45082991749284,694417.38
1003383,12.810331708041314,365978.17
1012009,12.092903031562543,178598.84
1000039,13.784251469156231,969223.43
1009764,12.989293688786372,437701.04
1006987,12.834801718613594,375044.16
1009598,11.872908798729508,143329.55
1017394,13.284360485575622,587927.42
1009333,13.675646827476793,869475.71
1009865,13.266454074800322,577493.43
1014258,13.399421274354506,659620.37
1017356,13.169474860850913,524118.43
1012182,13.071914876784456,475400.45
1005691,12.217119490020647,202220.62
1003976,14.002945088904324,1206150.28
1006971,12.639216511595254,308418.61
1001128,13.12029589926841,498966.33
1012895,13.207761704503808,544574.41
1007070,12.610793994287633,299775.96
1016837,13.59825474968438,804723.09
1010190,12.826175322386984,371822.78
1004815,13.871224222785898,1057293.9
1010916,14.048210914536131,1262002.27
1011136,14.021258275580912,1228442.25
1007306,13.507816101731763,735138.9
1009341,12.749363313558764,344331.59
1004204,13.588218045536522,796686.71
1006894,13.535570456377252,755828.01
1008985,14.277580121632782,1587354.72
1013456,13.803612938491902,988171.88
1002179,12.743538953543773,342331.91
1012926,13.515943644329056,741138.13
1001245,12.349410867072494,230823.02
1012842,13.35295727538361,629672.86
1006940,14.428948156503573,1846767.95
1005827,12.18494451424901,195817.7
1016849,14.149647975985093,1396734.07
1003931,13.402233011209406,661477.67
1002543,13.21011148956132,545855.55
1016933,12.43304134873216,250957.12
1012346,13.32573648011338,612763.82
1001439,12.117906852403927,183120.81
1008593,14.19442289277811,1460693.98
1010352,13.327739609861538,613992.49
1009007,13.030606649514937,456162.53
1010663,12.770212813312638,351586.12
1014236,13.182890099855001,531196.99
1012447,12.745501402477663,343004.38
1002393,12.537124456946465,278485.39
1013817,13.445280049739132,690574.13
1012169,12.543918661484037,280383.92
1013462,12.288750312181367,217237.33
1000318,11.772325999643167,129614.29
1008603,12.484479745160852,264203.78
1016279,12.804391417103165,363810.6
1000496,13.49537525134692,726049.79
1001421,11.754186907826517,127284.38
1008833,13.142267033953921,510050.53
1013397,13.205857176601832,543538.24
1008069,13.079208922608315,478880.72
1013274,12.992582564910785,439142.96
1012371,13.309104788334308,602656.78
1014573,13.279826493911477,585267.79
1006458,13.195119885028284,537733.32
1004065,13.501526907676176,730529.97
1000392,13.016417731577128,449735.77
1007965,12.405290485743306,244088.56
1003649,13.820764742363105,1005267.01
1001330,13.57929761148948,789611.51
1013356,13.100197985139237,489038.23
1017140,13.40039570915513,660263.45
1008806,12.932176291804605,413401.22
1009965,12.86746974926862,387498.47
1012111,13.179132869058064,529204.9
1000191,12.330253716926249,226443.17
1017110,13.36240789049157,635651.87
1002113,13.33909972871223,621007.3
1000663,13.185831655553175,532761.84
1006094,13.26195427008321,574900.65
1013277,12.656888002512126,313917.29
1012935,12.955189315613888,423025.17
1006120,13.46909805783775,707219.7
1016601,13.497382708364274,727508.77
1008890,13.300320503574554,597386.05
1005972,13.35308398679344,629752.65
1008897,13.642916930160002,841478.5
1015337,13.388197464114512,652258.3
1002408,13.121704070484517,499669.46
1010815,12.406649227693588,244420.44
1006969,12.850007199109564,380790.48
1015480,12.987764458597052,437032.21
1002966,12.355157001468267,232153.18
1000451,13.215947071050012,549050.25
1013268,12.369022193768703,235394.46
1001214,12.720235040315817,334446.45
1004267,12.950850435688437,421193.68
1006851,12.945104522929302,418780.47
1014190,13.401130071574627,660748.5
1001390,13.463107177342335,702995.49
1008384,12.077922515995844,175943.26
1000633,13.371546461856887,641487.45
1000058,14.173595833470834,1430586.61
1015540,13.118745763382165,498193.46
1001328,13.108401762853997,493066.7
1010098,13.392890624428333,655326.65
1013453,13.063097716989672,471227.18
1014050,13.140352852990087,509075.13
1004898,13.815070966842747,999559.51
1009643,13.986324714129125,1186269.27
1000408,12.571300455910276,288167.44
1012606,12.536047946582105,278185.75
1001322,14.192503206073939,1457892.59
1011370,13.893707413075173,1081334.5
1014252,12.634033059022336,306824.07
1003688,13.225513563793282,554327.95
1002676,13.255893305996214,571426.73
1010786,14.066155033663222,1284852.21
1003204,13.779683153772176,964805.8
1012586,13.075678613085675,477193.1
1016307,13.252311065175542,569383.41
1001013,13.447345314062893,692001.82
1007174,13.086161786382652,482221.93
1013661,12.974899567590734,431445.83
1009878,12.774599248753503,353131.72
1001273,13.665394698568646,860607.26
1000141,13.108838156280662,493281.92
1002717,14.019826920950587,1226685.17
1013588,12.584341918030537,291950.19
1016843,12.97737512729898,432515.23
1007911,12.5619354263651,285481.33
1003453,11.964999649164627,157155.85
1004400,12.99840021605483,441705.19
1015056,12.98381412252973,435309.18
1003245,13.63473282270568,834619.84
1012157,12.59499887170217,295078.14
1015068,13.606547165341958,811423.94
1000202,13.23407788520121,559095.79
1013828,12.911161035732395,404804.12
1005079,11.809557275754791,134530.99
1005602,14.155531374353593,1404975.84
1011057,12.85995186409674,384596.21
1016785,12.865995157161459,386927.48
1014405,13.531118141757126,752470.3
1003610,13.572041473286717,783902.71
1001744,13.995974548418843,1197771.99
1015441,12.145457524031647,188236.08
1005750,12.628619259360123,305167.47
1005579,12.745438530119891,342982.81
1004075,12.941968614624116,417469.27
1012705,13.608233798135615,812793.67
1008980,12.171964623688043,193292.42
1008628,13.08066645760379,479579.22
1010183,13.45435770695752,696871.47
1006947,12.405565567392973,244155.71
1000475,12.91419860285557,406035.61
1006019,12.91740705148382,407340.45
1004355,12.467876047269895,259853.22
1011207,14.086146931642897,1310797.34
1006293,12.712225746152555,331778.46
1000964,12.62318270097108,303512.9
1009648,13.168883269825248,523808.46
1005363,13.268779365864024,578837.83
1010842,13.857083811775544,1042448.52
1016658,13.48334083674038,717364.56
1008418,12.211067280980592,201000.43
1003880,11.075522165227236,64570.1
1016024,12.600932714762862,296834.3
1011525,13.530177557948349,751762.88
1005833,13.488443902558021,721034.68
1003391,12.323142584026643,224838.61
1000815,13.035885531098078,458576.93
1007898,12.55044624948807,282220.15
1015070,12.579503108417807,290540.91
1002654,13.704323211073516,894770.1
1015925,13.188273380999243,534064.29
1006609,13.190118422841834,535050.57
1011752,12.800313499271464,362330.02
1015883,13.582610973980486,792232.12
1013113,13.339664041200521,621357.84
1006382,13.067409945052653,473263.61
1012811,13.760436747220371,946414.29
1006360,13.28028865551673,585538.34
1005440,13.461386517662707,701786.91
1005112,13.71838095078694,907437.39
1008627,12.190370710623807,196883.14
1009955,11.649327483689898,114613.26
1000682,12.976379756668909,432084.93
1008504,13.783304492696093,968306.03
1005890,13.970947072036829,1168166.77
1009781,13.523056198595173,746428.31
1007261,12.660391833647527,315019.13
1014321,14.099388062262609,1328269.21
1017245,13.011290642665251,447435.83
