zpid,lgbm_pred
1000288,13.755783
1005715,12.170955
1001051,13.503202
1005120,13.899547
1016506,12.944416
1015788,13.064159
1012567,13.349282
1005501,13.017393
1015647,12.731461
1006683,13.095672
1010920,13.542848
1008340,13.007302
1006967,13.1738
1014171,12.989782
1012701,13.344096
1000794,11.768944
1011295,12.996787
1006299,12.296651
1008185,13.830176
1014147,13.531428
1005204,12.455691
1016261,12.815428
1006263,13.202194
1015917,11.782206
1004785,13.861402
1006505,11.653016
1011258,12.609411
1000552,12.897213
1014923,11.600916
1007880,13.582606
1015400,12.704456
1009180,12.991123
1013396,13.256867
1001661,12.863165
1016813,13.017917
1012556,12.237035
1015223,12.555628
1005332,13.090622
1004594,13.7014
1007812,12.990395
1011192,14.036898
1001841,12.896631
1008180,13.304524
1013870,13.057551
1013079,13.267695
1014975,13.037376
1004098,12.594759
1008774,14.09433
1003191,13.144421
1009068,13.947116
1005009,13.710693
1014303,13.653076
1012081,13.771169
1012925,12.2664
1013875,13.254974
1014159,12.198683
1008231,12.911919
1000863,12.064057
1004737,13.599182
1000902,13.483669
1013830,12.558857
1004371,13.289985
1017294,13.572688
1006380,13.145893
1008036,13.119554
1004739,12.83491
1000942,12.685355
1002715,12.592251
1011741,13.20426
1011496,13.684202
1004442,12.825451
1007132,13.167334
1004358,12.978512
1002891,13.220905
1013353,13.23926
1016443,13.084306
1003231,13.255783
1004702,13.084673
1004229,11.961952
1004015,12.665773
1010572,12.595037
1001996,13.371639
1009722,12.667531
1006989,13.690508
1005792,12.711028
1002780,13.184115
1005719,12.539555
1004866,13.160413
1002711,12.845218
1016401,13.813087
1006179,13.568644
1008557,12.52432
1008723,12.879266
1006642,13.222761
1014450,13.804307
1008241,13.97519
1006578,13.4859
1007052,13.779879
1010958,12.544068
1017573,12.297599
1009439,13.448551
1016274,13.318999
1001137,12.860302
1000215,13.064384
1012285,13.469827
1014276,13.543033
1013694,13.67141
1009251,13.663493
1009481,13.056099
1007043,13.135078
1012141,12.84764
1009059,12.764755
1010871,12.352991
1010325,12.206631
1001892,12.769026
1008412,14.068931
1008786,12.555533
1008526,13.837281
1016026,12.423868
1002297,12.192567
1004564,12.203198
1014921,11.835854
1009380,13.232204
1004882,12.403441
1012888,12.851778
1000091,13.319503
1001235,13.842298
1010006,11.705296
1015990,12.767825
1006666,13.437627
1008012,13.670874
1008022,12.890632
1004670,13.303751
1015794,13.917059
1007937,13.120124
1010420,12.70445
1003255,13.291968
1005572,12.434325
1006587,12.165382
1004933,13.365835
1015849,12.937821
1004704,11.597843
1001633,13.118482
1005861,13.470459
1013674,11.913651
1005528,13.397861
1004555,13.764748
1004559,13.231207
1001159,12.5087
1000193,12.863753
1009611,13.027463
1016068,13.520376
1014111,13.463873
1014140,13.865826
1003803,13.157124
1000474,13.212833
1007635,12.975537
1000666,13.459344
1016664,13.111869
1008787,12.716436
1017418,12.614881
1007575,12.622365
1004543,13.308983
1014053,13.774662
1007087,13.618112
1014764,12.920344
1009695,13.002084
1011012,11.952963
1003139,13.520631
1013646,12.773835
1002770,12.658141
1009494,12.745862
1005359,12.047238
1006824,13.206408
1002202,13.098589
1001433,13.03352
1005438,14.034732
1016060,12.48495
1014376,13.915983
1016690,13.175163
1002392,13.614987
1010672,12.541756
1015019,12.970859
1000460,13.273195
1000792,12.700108
1000266,12.165965
1006859,13.145938
1000477,12.763865
1005860,12.821741
1012946,13.195175
1011005,11.687618
1002483,12.958874
1005505,14.058812
1012215,13.419301
1008248,12.49643
1011694,13.90799
1001453,12.561081
1015557,12.919081
1009299,13.164224
1007012,13.399378
1016587,13.664566
1011931,13.829463
1013903,12.551868
1009087,12.206026
1002034,13.111245
1007116,13.231122
1016130,14.122006
1009212,13.016112
1006644,13.977757
1011738,13.803253
1004363,12.840159
1002428,13.115658
1001088,13.567146
1003238,12.608723
1006042,12.805979
1003625,14.179066
1013363,13.038618
1002015,13.987104
1006408,12.583864
1001411,13.02023
1002762,12.101831
1003285,13.204287
1016938,13.288695
1006078,12.809571
1016115,12.62517
1000882,12.774694
1000929,13.560058
1002799,13.172337
1002815,12.92741
1011371,13.894952
1016625,13.687233
1011574,12.084144
1011936,12.723224
1013730,12.652191
1002143,13.665881
1011452,13.564559
1009384,13.448425
1011071,12.786098
1013508,13.522421
1003833,13.070379
1014611,13.155345
1002336,13.81568
1000631,13.582256
1001374,13.727683
1012570,13.033059
1003032,12.7272
1014027,11.68125
1015121,12.938803
1010746,12.673785
1004907,13.180577
1012477,13.604254
1009751,12.139814
1005212,14.040276
1004911,13.419911
1001059,12.54722
1004650,13.455866
1012287,13.336947
1003965,12.648435
1009684,13.244274
1006603,13.130017
1003574,13.334801
1012086,13.793387
1009892,12.853161
1001697,13.873536
1012929,13.105673
1006823,12.566469
1002419,12.827933
1009266,13.137603
1003575,13.456402
1013746,12.778524
1015919,13.543895
1011481,13.193995
1006726,12.50653
1010531,13.410692
1000604,13.730567
1000601,13.38396
1017020,12.133842
1003117,12.955186
1010985,13.660027
1013934,12.986756
1000140,12.68545
1010207,12.7859
1013666,13.013914
1013972,13.652059
1004121,11.874645
1002456,12.735076
1003292,12.346553
1004387,13.887907
1008853,13.201211
1004437,12.546089
1002272,13.552324
1016387,13.498846
1000596,12.45451
1010329,11.962523
1010762,13.409916
1003762,12.921722
1011825,13.278387
1015429,13.064736
1005408,13.065848
1014570,13.467142
1005024,11.53493
1006597,12.628516
1017510,13.067203
1015370,13.928953
1014556,13.272606
1010108,13.049665
1006184,12.928654
1002171,12.035217
1005064,12.507791
1017434,14.013616
1004351,13.034964
1000510,13.975301
1003834,12.665272
1016859,13.809808
1012323,13.450841
1003383,12.812174
1012009,11.999081
1000039,13.417974
1009764,12.899241
1006987,12.953513
1009598,11.91881
1017394,13.157778
1009333,13.951474
1009865,13.216473
1014258,13.704048
1017356,13.028694
1012182,13.166914
1005691,12.21628
1003976,13.959541
1006971,12.280418
1001128,13.333337
1012895,13.330581
1007070,12.688285
1016837,13.545008
1010190,12.80889
1004815,14.015724
1010916,13.975865
1011136,13.842058
1007306,13.858346
1009341,12.460647
1004204,13.295515
1006894,13.543081
1008985,14.12735
1013456,13.875694
1002179,13.057971
1012926,13.522325
1001245,12.43374
1012842,13.773046
1006940,14.086701
1005827,12.106715
1016849,13.660509
1003931,12.95625
1002543,13.37703
1016933,12.349124
1012346,13.266597
1001439,12.105276
1008593,13.862706
1010352,13.258327
1009007,12.726608
1010663,12.820427
1014236,13.003871
1012447,12.734954
1002393,12.65664
1013817,13.40329
1012169,12.943257
1013462,12.415645
1000318,11.847619
1008603,12.273855
1016279,12.733304
1000496,13.658033
1001421,11.843677
1008833,13.274963
1013397,13.140182
1008069,13.219681
1013274,12.953441
1012371,13.194427
1014573,13.105606
1006458,13.314455
1004065,13.273644
1000392,13.11683
1007965,12.72906
1003649,13.45183
1001330,13.563393
1013356,13.085965
1017140,13.595227
1008806,13.004237
1009965,13.115289
1012111,13.240972
1000191,12.271136
1017110,13.570938
1002113,13.376335
1000663,13.336875
1006094,13.050421
1013277,12.786567
1012935,13.014183
1006120,13.360301
1016601,13.606983
1008890,13.249746
1005972,13.337349
1008897,13.765148
1015337,13.015268
1002408,13.036717
1010815,12.060745
1006969,12.624239
1015480,13.004057
1002966,12.383665
1000451,13.135246
1013268,12.541008
1001214,12.661552
1004267,13.121179
1006851,12.974414
1014190,13.235127
1001390,13.729967
1008384,12.197767
1000633,13.415386
1000058,14.021174
1015540,13.036729
1001328,13.195323
1010098,13.539839
1013453,13.028821
1014050,13.174089
1004898,13.530044
1009643,13.881902
1000408,12.545775
1012606,12.534231
1001322,13.906819
1011370,13.971886
1014252,12.613462
1003688,13.105506
1002676,13.100328
1010786,14.156261
1003204,13.771603
1012586,12.769835
1016307,13.039055
1001013,13.379422
1007174,13.108281
1013661,12.839868
1009878,12.62156
1001273,13.427038
1000141,13.488453
1002717,13.864025
1013588,12.94584
1016843,13.031272
1007911,12.500729
1003453,11.766158
1004400,13.126297
1015056,13.038372
1003245,13.587193
1012157,12.660138
1015068,13.74741
1000202,13.012159
1013828,13.266542
1005079,11.835991
1005602,13.758081
1011057,12.803508
1016785,12.761932
1014405,13.748337
1003610,13.417534
1001744,13.867571
1015441,12.565434
1005750,12.683596
1005579,12.857151
1004075,12.940328
1012705,13.271792
1008980,12.161718
1008628,12.708077
1010183,13.509137
1006947,12.330266
1000475,12.805871
1006019,12.814823
1004355,12.274782
1011207,13.911767
1006293,12.537625
1000964,12.563046
1009648,13.055424
1005363,12.938202
1010842,13.81299
1016658,13.395962
1008418,12.066628
1003880,11.715081
1016024,12.637857
1011525,13.587477
1005833,13.487455
1003391,12.119462
1000815,13.022488
1007898,12.571291
1015070,12.757941
1002654,13.753203
1015925,13.501721
1006609,13.094528
1011752,12.778767
1015883,13.593418
1013113,13.308753
1006382,13.040139
1012811,13.862102
1006360,13.325097
1005440,13.376963
1005112,13.331992
1008627,12.285279
1009955,11.979919
1000682,12.830785
1008504,13.94006
1005890,14.002586
1009781,13.618424
1007261,12.635769
1014321,13.988745
1017245,12.795523
1005357,12.403399
1016373,12.641084
1008525,13.774416
1016979,13.960786
1017102,13.699359
1010922,12.847179
1014904,12.31559
1001274,13.207302
1013738,12.246969
1000038,13.285288
1008641,12.697164
1001133,12.564838
1011205,14.034439
1013969,12.90509
1008818,12.782272
1014654,12.383063
1015153,13.715861
1008417,12.926646
1006362,12.538785
1014549,13.117358
1017366,13.054086
1000132,13.12733
1006675,14.148669
1009656,11.996947
1002733,12.938829
1003695,13.428254
1002791,14.029925
1008900,13.025514
1004201,12.20212
1003050,14.086914
1007896,12.681894
1013900,13.025937
1006447,13.141341
1017063,12.628372
1001222,12.876074
1014305,12.541079
1009329,12.834196
1008278,12.676626
1011775,13.531654
1003589,13.997288
1003818,13.185912
1007458,13.632926
1006670,14.076588
1007257,12.297571
1007765,13.626274
1006289,12.725794
1011895,13.488201
1012145,12.654632
1012364,13.749561
1010114,12.958285
1015374,12.488818
1001102,12.820632
1012481,13.128833
1016017,14.147961
1008656,13.212613
1002594,12.165157
1007395,12.834314
1008116,13.696336
1013316,13.461335
1005157,12.916378
1005276,12.331833
1017602,13.632368
1013927,12.606665
1002391,13.801996
1016586,13.372302
1014627,11.906852
1013475,13.305265
1008908,13.554467
1013153,13.05957
1012485,12.514257
1011808,12.782709
1006617,13.02034
1001742,13.157695
1004209,13.420413
1002453,13.983325
1014157,13.609628
1001793,12.811645
1013238,12.15715
1010326,13.573261
1016597,13.198978
1009287,12.823588
1006390,13.779905
1002072,13.584672
1001524,12.87947
1000233,12.636415
1010899,13.24663
1013066,12.335551
1013684,12.308272
1017103,13.18106
1013993,13.632684
1017192,12.707003
1002813,11.853476
1000445,13.368221
1015764,13.156565
1007031,12.624833
1004101,13.143355
1015724,13.342269
1014745,13.571946
1012666,12.905593
1011529,13.294847
1015943,12.121998
1006729,12.664988
1007472,13.175241
1005062,12.125952
1005683,13.299054
1005013,14.153193
1001138,13.118156
1014851,12.972265
1014629,12.856106
1017221,13.330489
1006855,13.201481
1003676,13.760293
1006141,13.142455
1015954,13.149459
1012502,12.770019
1000249,12.430781
1011524,12.825225
1012574,13.023942
1014057,13.441281
1008023,13.080414
1002096,12.804707
1005002,12.884281
1014938,13.275294
1012130,12.849228
1010665,12.957947
1007405,11.972662
1000561,13.137736
1013783,11.924349
1009383,12.55597
1010164,13.045084
1014893,12.213363
1016133,13.067115
1007166,13.684057
1001884,12.404904
1015959,14.044176
1009375,12.765857
1002832,13.184364
1014833,12.609017
1008111,13.301816
1009888,12.100672
1002534,11.645946
1014799,13.285761
1006333,13.317241
1005392,12.858355
1009293,13.769506
1011335,13.08987
1009448,13.017641
1013329,13.193177
1014242,13.071956
1015288,12.842015
1016688,12.572475
1015159,12.489099
1002063,13.937678
1005978,13.034203
1002578,12.256687
1013144,12.879646
1006632,13.198295
1015589,13.873646
1003547,13.651137
1008052,13.224604
1007858,13.520896
1001972,12.555896
1005317,13.144769
1008346,12.8815
1005732,12.537659
1003302,13.829571
1015436,13.83824
1008986,12.804321
1009941,13.891415
1006798,13.533978
1011257,12.029234
1006160,12.178787
1013514,13.419257
1015096,12.809452
1003344,12.850597
1016309,12.339201
1014439,13.081162
1003968,11.597017
1016392,13.471719
1010554,13.686638
1000985,12.885095
1016657,13.546691
1008075,13.021897
1007342,13.769788
1012919,13.742838
1002311,13.072069
1007839,14.023383
1004339,13.192311
1008712,13.850337
1016881,13.321081
1010848,13.524253
1012731,12.861239
1006191,12.730764
1001565,13.17452
1005800,12.47138
1010969,12.881031
1002471,13.569334
1005087,13.489833
1001611,12.861952
1010585,12.744623
1000903,12.608616
1016871,12.831387
1009103,13.42566
1001014,13.076482
1009599,13.078869
1001327,13.905554
1013470,12.831173
1007518,13.687846
1000625,12.973219
1011169,13.490185
1006831,12.601463
1004131,12.675173
1005544,12.209165
1011843,12.590595
1010897,13.849354
1005329,13.604981
1012273,13.76537
1006251,12.293326
1015575,11.496288
1006640,12.949626
1011988,13.622363
1000506,12.758125
1004462,12.789059
1001109,12.57672
1012843,12.818102
1007894,12.35478
1012017,12.308051
1008347,12.782967
1016606,12.922999
1009071,13.635361
1004835,14.219577
1012757,13.732231
1007319,13.214159
1012101,13.624931
1001488,14.078155
1008626,13.805001
1000165,13.133656
1009966,13.157426
1003524,13.07953
1001693,12.000986
1016457,13.94099
1010347,11.823144
1006260,12.522502
1014907,12.26285
1009392,13.962171
1006993,13.346715
1010734,12.376213
1008285,12.466831
1005458,12.687332
1001483,12.438789
1011531,13.052008
1016384,12.124822
1004937,13.691962
1005221,12.75826
1006604,12.625704
1000969,13.302224
1012755,13.089816
1013175,12.194876
1003462,12.799913
1003599,13.417079
1015821,13.480104
1016158,13.320056
1002742,12.693224
1016123,13.465321
1004724,14.052785
1009519,13.588006
1016499,13.301475
1012231,12.813215
1005785,12.580778
1014845,11.960554
1000077,12.847269
1013341,13.869692
1001003,13.076509
1000810,13.052885
1016566,11.898604
1001695,13.587044
1007508,12.979463
1005037,12.233808
1006255,12.80584
1003452,13.693366
1012529,12.376956
1015646,13.101863
1011457,13.221745
1008832,13.154852
1003819,12.333658
1001454,12.962678
1009805,13.28434
1010283,13.584463
1007284,13.956762
1005725,12.574276
1002318,13.792435
1010991,13.674201
1008356,12.320641
1002314,13.482511
1002413,13.142108
1017537,12.360104
1015694,13.086606
1013850,12.235607
1003059,12.806911
1010999,12.807666
1004438,11.94481
1009675,13.046695
1012583,13.1688
1010319,13.134991
1017273,13.171904
1008296,13.376969
1008372,13.923638
1004830,13.824645
1012523,13.281493
1005048,13.214567
1007722,12.898621
1016906,13.202201
1013101,12.637303
1008729,12.652715
1013193,13.170956
1013809,12.327111
1001373,11.920277
1006693,13.814698
1012565,13.649359
1016145,13.549509
1000146,13.370198
1007982,12.712989
1008738,12.956837
1010574,13.174844
1014143,14.065966
1006555,13.022715
1011725,13.421616
1009406,12.625128
1009367,12.906652
1005459,13.730527
1017288,12.951392
1002873,13.817356
1005466,13.267471
1006496,11.845795
1015144,12.418559
1008614,12.920028
1010816,13.638336
1003750,13.079653
1006347,13.046092
1004507,12.994409
1011000,13.373807
1009709,12.496974
1014320,12.86604
1005364,13.450494
1012657,11.902738
1011355,12.836926
1004961,12.887179
1010771,12.316139
1001778,12.378164
1015295,13.616985
1013304,12.654045
1005413,12.410833
1016679,11.70218
1003551,13.221764
1009482,13.618829
1000270,13.238145
1008055,13.115752
1009999,13.427273
1010310,12.705416
1014712,13.673425
1012782,12.737392
1010054,12.790752
1004089,12.238215
1015940,12.84831
1000021,11.844651
1007978,13.83757
1005961,12.035356
1008804,13.46558
1014909,13.179621
1008195,13.267558
1013614,12.955034
1007917,12.882419
1012881,13.277173
1010269,13.294358
1016241,12.448083
1011400,12.467953
1014322,12.823287
1001178,13.128523
1010775,12.027458
1006475,12.47192
1006314,13.475589
1012904,12.853852
1017252,12.087179
1012603,13.176541
1005944,13.61805
1013073,13.188996
1015898,12.841481
1012250,12.788768
1015338,12.835249
1003510,12.34629
1008355,13.328801
1012032,12.732519
1014456,12.932245
1003572,12.35968
1008202,12.481219
1000373,12.904343
1016408,12.558021
1011267,14.086435
1014225,13.60596
1007155,13.037503
1001556,12.935163
1005036,12.427335
1008038,12.518553
1010346,13.61659
1004722,12.437328
1006386,13.907539
1008010,12.80169
1015844,12.539076
1007702,13.418067
1017396,12.730568
1016910,13.601609
1013885,13.032054
1016266,13.042781
1004518,12.326552
1011491,13.265608
1003944,13.45633
1013017,12.903249
1001857,13.716224
1016892,11.814556
1003070,12.786569
1001520,13.042007
1001321,14.027853
1007072,12.855512
1000264,12.772975
1015671,13.232598
1015770,12.850661
1014139,13.279898
1001306,11.941449
1010685,13.250517
1008861,13.963354
1003850,13.334959
1009824,13.998258
1007688,13.87211
1015863,13.7713
1006770,13.874974
1013352,13.245944
1000618,12.981
1014959,13.759802
1002535,13.679904
1012948,11.703539
1000124,13.35777
1005693,13.211652
1008966,12.643432
1008037,12.679613
1001732,13.854605
1011459,12.998087
1015624,12.21438
1013219,12.397532
1008408,12.975184
1015114,12.810844
1004211,12.532992
1006441,12.422179
1004700,12.87555
1016526,12.341252
1010935,12.356926
1006523,11.664252
1008822,12.732656
1003349,12.836297
1012952,13.025869
1016237,13.850699
1013447,13.180174
1013289,13.024878
1013496,12.346388
1011985,12.001838
1008805,12.640717
1014673,13.145996
1010563,13.168742
1013282,13.416111
1004928,13.542308
1015524,13.655897
1012569,12.420371
1017454,13.079995
1007017,13.252913
1010028,12.850427
1000690,13.340005
1015489,13.888494
1006409,13.201469
1001360,13.315946
1013874,12.361008
1008106,12.937369
1016867,12.849716
1016461,12.388249
1011605,13.3021
1009226,12.609357
1005815,12.52447
1013119,13.597121
1011492,13.28969
1010252,13.722668
1000400,13.57371
1012451,13.357186
1014324,13.521553
1007369,12.957704
1001848,12.813532
1003587,13.710224
1016876,12.560237
1010353,12.45801
1012097,13.151655
1012208,12.668229
1011135,12.45812
1002327,13.823996
1016280,12.547934
1007298,12.913983
1015546,13.836853
1009219,13.103013
1005954,13.632125
1000419,13.242214
1010432,13.602962
1017133,12.889073
1012299,13.038462
1000567,12.725699
1003955,12.830841
1004426,13.997716
1015612,13.609001
1017114,12.293545
1005761,12.510178
1013760,13.726937
1010720,13.65635
1016208,13.653953
1001710,13.931207
1005126,12.776023
1002619,12.971774
1000779,12.469171
1015564,12.52172
1002613,11.700889
1013563,13.189067
1010286,12.940324
1010180,13.77188
1006992,13.19684
1013564,13.651935
1014228,12.751641
1014219,13.690688
1006585,14.018096
1014492,13.488854
1008522,12.274357
1008752,11.999765
1005916,12.725926
1006629,13.687369
1015685,12.834044
1003206,11.470087
1013597,13.884536
1001992,13.369894
1010043,13.354014
1013343,12.748217
1000087,13.087516
1008358,13.229468
1012383,11.575778
1000533,12.905534
1001546,13.047278
1006462,12.955245
1016132,12.929683
1004850,13.871611
1007598,12.973388
1016593,13.093268
1009271,13.460021
1006913,12.797891
1017369,11.90779
1000695,12.649979
1010383,12.469861
1013337,13.575553
1009671,13.422879
1004415,11.552531
1005278,12.087595
1010695,12.884398
1000017,13.065558
1003664,13.501936
1009571,13.228887
1005581,13.843354
1001009,13.585114
1016708,13.787343
1013833,13.280898
1017502,12.155735
1001479,12.884641
1000712,13.298763
1015143,13.065655
1004372,13.101565
1006958,13.791589
1001536,12.945056
1015842,13.048183
1002805,12.115667
1017449,12.778801
1005530,12.72558
1006880,13.746945
1005039,13.38262
1004074,11.542552
1003956,13.552061
1011707,12.79551
1011593,13.588092
1011601,13.173384
1005632,12.934906
1003199,13.435127
1005305,12.838691
1012698,12.328532
1005808,12.692363
1011771,13.161879
1005407,13.242694
1004738,12.398839
1004826,13.736322
1002186,12.962058
1005365,13.108781
1000951,12.724731
1009700,13.007973
1004776,13.125581
1013844,12.916476
1000588,12.73145
1000819,13.171133
1002590,13.245774
1003918,11.707154
1011060,12.490857
1015226,12.592485
1000151,12.937106
1008982,12.295365
1012015,13.387359
1010837,13.589746
1017422,12.962066
1004878,11.854035
1001722,14.141335
1003536,13.152779
1005681,12.880435
1015082,12.842915
1009149,13.836076
1015582,13.672757
1003116,13.568972
1016438,12.478777
1000746,12.778827
1005923,12.868559
1002979,13.388275
1006174,12.825051
1014454,12.600017
1011089,12.234419
1013400,12.753855
1014115,12.679116
1014052,12.983274
1007041,12.80179
1016039,12.45991
1007099,12.046906
1002221,12.623292
1000836,12.961252
1017005,12.071774
1015594,12.646395
1004171,13.11001
1015319,13.208109
1007617,13.86971
1017106,13.32415
1004498,12.829379
1011307,13.803963
1016944,13.983962
1011739,12.720732
1002093,13.099986
1000546,13.065881
1012936,13.194815
1008709,13.454217
1011595,13.207062
1010567,13.406367
1006841,12.795279
1002781,12.94211
1008204,12.883024
1014087,13.234738
1007971,12.507353
1007556,13.152537
1014980,13.146529
1004198,13.602405
1002921,12.753599
1003498,14.280401
1015105,13.823671
1002062,12.642917
1013812,12.970621
1016569,13.36647
1006241,13.365753
1013910,13.400815
1014517,12.631363
1003107,12.408833
1017325,13.027554
1014455,12.438252
1009038,12.849048
1008373,13.592585
1006669,13.471979
1010933,12.053071
1001208,12.185376
1004491,13.313788
1011578,12.795823
1005598,13.892147
1005596,13.453343
1014691,13.000707
1004018,11.920757
1013468,12.495818
1009012,12.882474
1008192,13.27935
1013982,13.195641
1005892,13.726123
1009940,14.002688
1004563,12.804502
1006840,13.545687
1006223,12.872622
1012492,14.079932
1011534,12.711202
1009202,13.205271
1001967,12.996822
1007118,12.343286
1003537,12.839331
1001887,12.910882
1005816,12.82488
1003148,13.43938
1011609,12.995922
1013072,13.674439
1016400,13.601055
1015833,12.906597
1015678,12.315636
1017522,11.739706
1010898,12.94076
1015899,12.597235
1015590,13.403864
1004885,13.887653
1016434,13.113187
1015128,13.346615
1007081,13.089503
1014993,13.661419
1000289,12.314641
1002955,11.585003
1011598,13.054952
1017060,12.415677
1011643,14.135957
1008064,13.578022
1006540,13.509274
1013512,12.734746
1011586,13.898161
1007864,13.833247
1012227,13.373193
1007625,12.668557
1009355,12.740168
1011293,13.783843
1014433,12.684615
1000499,12.778574
1014010,13.186587
1016981,12.651687
1004009,13.738039
1000587,13.971203
1017125,14.102188
